author_sort,authors,comments,cover,formats,id,identifiers,isbn,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,timestamp,title,title_sort,uuid,#read,#website
"Silver, H. Ward","H. Ward Silver","","/home/tom/Calibre Library/H. Ward Silver/Ham Radio For Dummies, 2nd Edition (164)/cover.jpg","epub","164","","","eng","Calibre Library","2013-08-06T00:00:00+10:00","John Wiley and Sons, Inc.","","","1.0","18345776","","2015-10-27T16:14:23+10:00","Ham Radio For Dummies, 2nd Edition","Ham Radio For Dummies, 2nd Edition","05013d1e-f0e9-46e3-ba31-0e7e54c2e5a5","",""
"Byrne, Rhonda","Rhonda Byrne","From Rhonda Byrne, creator of the international bestselling movie and book, *The Secret*, comes *Hero*, her latest world-changing project and the most important to date. 

FROM ZERO TO HERO...YOUR SECRET MAP TO A RICH LIFE 

What is your true calling and why aren't you already living it? 

Imagine if there was a map that showed you step by step how to get from where you are now to your true calling and the life you were born to live—the most brilliant, rich, fulfilling, and dazzling life you could ever dream of. You are holding in your hands such a map. *Hero* is the map for your life. 

By following the journeys of twelve of the most successful people on the planet today, you’ll learn how to use your inner powers to overcome obstacles and to make impossible dreams come true. You'll be inspired to find your own calling and start taking the steps toward making the life of your dreams an everyday reality. 

Be the hero you are meant to be.

**

### About the Author

Rhonda Byrne began her journey with *The Secret *film, viewed by millions across the planet. She followed with *The Secret* book, a global bestseller, available in fifty languages and with more than 25 million copies in print worldwide. *The Secret *has remained on the *New York Times *bestseller list for more than 190 weeks, and was names by *USA TODAY *as one of the top twenty bestselling books of the past fifteen years. Rhonda continued her groundbreaking work with *The Power *in 2010 and *The Magic *in 2012*,* also *New York Times *bestsellers. Rhonda is also the author of  *The Secret Daily Teachings *and* The Secret Gratitude Book*. 
","/home/tom/Calibre Library/Rhonda Byrne/Hero (144)/cover.jpg","epub","144","mobi-asin:B00EB9Z9Z2,google:dRw4AAAAQBAJ,isbn:9781476758589,amazon:1476758581","9781476758589","eng","Calibre Library","2013-11-18T23:00:00+10:00","Atria Books","4","","1.0","2683440","Body; Mind & Spirit, Inspiration & Personal Growth, Self-Help, Motivational & Inspirational, Personal Growth, Success, New Thought, General, Mind Body Spirit","2014-05-09T19:01:14+10:00","Hero","Hero","51d25e3c-ac06-4e58-b333-15d1a0040fb1","",""
"Byrne, Rhonda","Byrne, Rhonda","Imagine if there was a map that showed you how to get from where you are now to the most brilliant, rich, fulfilling, and dazzling life you could ever dream of having.  Imagine that this map showed you every step of the journey to that life; realizing your greatest dream, how to find the way over obstacles, how to overcome challenges, defy the odds, and how you already have every powerful ability and quality you need to be victorious on  your journey.   			 			You are holding in your hands such a map. This is the map for your life – this is the map to greatness. 			 			Twelve of the most successful people living in the world today have followed this map. They share their seemingly impossible journeys, and reveal that each of us was born with everything we need to live our greatest dream, and that by doing so we will fulfill our mission, find everlasting happiness, and literally change the world.   			 			This is why you are here on planet Earth.","/home/tom/Calibre Library/Byrne, Rhonda/Hero (The Secret) (137)/cover.jpg","epub","137","mobi-asin:B00EB9Z9Z2,isbn:9781476758596","9781476758596","eng","Calibre Library","2013-11-19T10:00:00+10:00","Atria Books","","","1.0","2736868","Mind Body Spirit","2015-10-27T16:11:53+10:00","Hero (The Secret)","Hero (The Secret)","3b02211c-90f2-419b-ad5b-959362887254","",""
"Lisa","Lisa","","/home/tom/Calibre Library/Lisa/hero_and_outlaw_e.indd (95)/cover.jpg","pdf","95","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","168473","","2015-12-22T04:43:33+10:00","hero_and_outlaw_e.indd","hero_and_outlaw_e.indd","dd3f5ca6-407c-4f58-ba62-42b0bcf1916b","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/How To Assemble A Desktop PC (44)/cover.jpg","epub","44","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","PediaPress GmbH","","","1.0","1428645","","2015-10-27T16:14:28+10:00","How To Assemble A Desktop PC","How To Assemble A Desktop PC","6202c319-5eb8-4960-9daa-f31bb3605023","",""
"Kosev, Gorgi & Mitreski, Mite","Gorgi Kosev & Mite Mitreski","Take the fast track to the rapidly growing world of HTML5 data and services with this brilliantly practical cookbook. Whether building websites or web applications, this is the handbook you need to master HTML5.

**Overview**

  * Learn to effectively display lists and tables, draw charts, animate elements and use modern techniques such as templates and data-binding frameworks through simple and short examples.
  * Examples utilizing modern HTML5 features such as rich text editing, file manipulation, graphics drawing capabilities, real time communication.
  * Explore the full power of HTML5 - from number rounding to advanced graphics to real-time data binding - we have it covered.

**In Detail**

HTML5 is everywhere. From PCs to tablets to smartphones and even TVs, the web is the most ubiquitous application platform and information medium bar. Its becoming a first class citizen in established operating systems such as Microsoft Windows 8 as well as the primary platform of new operating systems such as Google Chrome OS.

""HTML5 Data and Services Cookbook"" contains over 100 recipes explaining how to utilize modern features and techniques when building websites or web applications. This book will help you to explore the full power of HTML5 - from number rounding to advanced graphics to real-time data binding.

""HTML5 Data and Services Cookbook"" starts with the display of text and related data. Then you will be guided through graphs and animated visualizations followed by input and input controls.

Data serialization, validation and communication with the server as well as modern frameworks with advanced features like automatic data binding and server communication will also be covered in detail.This book covers a fast track into new libraries and features that are part of HTML5!

**What you will learn from this book**

  * Making charts using flot or HTML5 canvas.
  * Creating awesome visualizations with D3.js
  * Common helpers when working with input
  * Making animated and interactive visualizations
  * Using the HTML5 input helpers
  * Creating custom input components
  * Client-side templating to simplify HTML generation
  * Manipulating and storing data on the client side

**Approach**

A practical approach with hands on recipes to learn more about HTML5 Data and Services, its features and techniques when building websites or web applications.

**Who this book is written for**

This book is for programmers and developers who work with a lot of backend code and want to get fast tracked into the world of HTML5 and Javascript. It is also for JavaScript developers who would like to update their knowledge with new techniques and capabilities made possible with HTML5.Some experience in HTML and jQuery is assumed.

**
","/home/tom/Calibre Library/Gorgi Kosev/HTML5 Data and Services Cookbook (89)/cover.jpg","epub, pdf, zip","89","isbn:9781783559282,amazon:1783559284","9781783559282","eng","Calibre Library","2013-09-03T00:00:00+10:00","Packt Publishing","4","","1.0","30640455","","2015-12-25T05:16:00+10:00","HTML5 Data and Services Cookbook","HTML5 Data and Services Cookbook","b3269ec8-15b4-4733-8fc9-b88e38d450cf","",""
"Makzan","Makzan","","/home/tom/Calibre Library/Makzan/HTML5 Games Development by Example Beginner's Guide (192)/cover.jpg","epub, pdf, zip","192","","","eng","Calibre Library","2011-08-18T14:46:54+10:00","Packt Publishing","","","1.0","44600917","","2016-09-10T16:16:33+10:00","HTML5 Games Development by Example Beginner's Guide","HTML5 Games Development by Example Beginner's Guide","6372eb8b-0c4d-4323-8c17-aafc9bf5c129","",""
"Makzan","Makzan","Step-by-step example-driven tutorials to create several games from scratch. Each game comes with a specific learning topic in HTML5 or CSS3. This book is for web designers or game developers who want to build browser games with HTML5 and CSS3. You’ll need some background with web development or other programming but no game development experience is necessary.

**

### About the Author

**Makzan**

Makzan is the founder of 42games limited. He started designing games since he was a child. He likes to see how the well-designed interactions in his games can trigger the emotions and influent the players. He believes the games should let player shares joyful time with friends. Therefore his favorite game type is multiplayer casual games.

Makzan also wrote a book named Flash Multiplayer Virtual World. It is about developing a virtual world to play with friends in real time with Adobe Flash and socket server.
","/home/tom/Calibre Library/Makzan/HTML5 Games Development by Example_ Beginner's Guide (165)/cover.jpg","epub","165","isbn:9781849691260,amazon:1849691266","9781849691260","eng","Calibre Library","2011-08-25T00:00:00+10:00","Packt Publishing","3","","1.0","24797605","","2015-10-27T16:14:31+10:00","HTML5 Games Development by Example: Beginner's Guide","HTML5 Games Development by Example: Beginner's Guide","7a37af0c-0050-42c7-89b3-fadeca918c24","",""
"Fhala, Ben","Ben Fhala","Get a complete grounding in the exciting visual world of Canvas and HTML5 using this recipe-packed cookbook. Learn to create charts and graphs, draw complex shapes, add interactivity, work with Google maps, and much more.

**Overview**

  * Build interactive visualizations of data from scratch with integrated animations and events
  * Draw with canvas and other html5 elements that improve your ability to draw directly in the browser
  * Work and improve existing 3rd party charting solutions such as Google Maps

**In Detail**

The HTML5 canvas tag makes creating any plot shape easy, all you have to do then is fill it with exciting visualizations written in JavaScript or using other visualization tools.

""HTML5 Graphing and Data Visualization Cookbook"" is the perfect break into the world of Canvas, charts, and graphs in HTML5 and JavaScript. In this book we will go through a journey of getting to know the technology by creating and planning data-driven visualizations. This cookbook is organized in a linear, progressive way so it can be read from start to finish, as well as be used as a resource for specific tasks.

This book travels through the steps involved in creating a fully interactive and animated visualization in HTML5 and JavaScript. You will start from very simple ""hello world"" samples and quickly dive deeper into the world of graphs and charts in HTML5. Followed by learning how canvas works and carrying out a group of tasks geared at taking what we learned and implementing it in a variety of chart types. With each chapter the content becomes more complex and our creations become more engaging and interactive.

Our goal is that by the end of this book you will have a strong foundation; knowing when to create a chart on your own from scratch and when it would be a good idea to depend on other APIs.

We finish our book in our last two chapters exploring Google maps and integrating everything we learnt into a full project.

**What you will learn from this book**

  * Creating graphics in Canvas 2D and draw complex shapes
  * Building most of the common charts through step-by-step recipes
  * Adding interactivity to canvas elements and create your own JavaScript animation engine
  * Discovering many fantastic charting solutions and learn how to deal with their capabilities and how to change them as well
  * Learning how to work with Google maps , Google Charts, and Google Docs API
  * Integrating your data into live data, xml driven data, objects, and strings

**Approach**

This cookbook is organized in a linear, progressive way allowing it to be read from start to finish, as well as to be used as a useful resource for specific tasks.

The HTML5 examples and recipes will have you making dynamic, interactive, and animated charts and graphs in no time.

**Who this book is written for**

You don't need to have a background in HTML5 or Canvas but you do need to have a basic understanding of how HTML works and know how to code in any language (preferably in JavaScript). In this book we will not explain how to learn to code but how to create projects and how to plan and execute them in the process.

**
","/home/tom/Calibre Library/Ben Fhala/HTML5 Graphing & Data Visualization Cookbook (122)/cover.jpg","epub, pdf, zip","122","isbn:9781849693707,amazon:1849693706","9781849693707","eng","Calibre Library","2012-11-23T00:00:00+10:00","Packt Publishing","5","","1.0","4402799","","2015-12-25T05:15:11+10:00","HTML5 Graphing & Data Visualization Cookbook","HTML5 Graphing & Data Visualization Cookbook","33e66656-e2b5-4fed-a8f5-e0012c6a4201","",""
"Fhala, Ben","Ben Fhala","","/home/tom/Calibre Library/Ben Fhala/HTML5 Graphing and Data Visualization Cookbook (187)/cover.jpg","epub, pdf, zip","187","","","eng","Calibre Library","2012-11-19T18:32:03+10:00","Packt Publishing","","","1.0","4402799","","2016-09-10T16:14:24+10:00","HTML5 Graphing and Data Visualization Cookbook","HTML5 Graphing and Data Visualization Cookbook","6723da51-9547-442c-a05f-1708e4f1aa19","",""
"Cruse, Dale","Dale Cruse","Written in a cookbook style, this book offers solutions using a recipe based approach. Each recipe contains step-by-step instructions followed by an analysis of what was done in each task and other useful information. Web developers who value the need to stay ahead of the game. This cookbook will give you the edge with practical recipes for wielding this new technology immediately.

**

### About the Author

**Dale Cruse**

Since 1995, Boston-area web developer Dale Cruse has been publishing websites for high-profile clients ranging from the U.S. Army to Bloomingdale's. He has been a guest lecturer at the Art Institute of New England & is currently pursuing speaking opportunities. He is also the author of the Champagne blog Drinks Are On Me.

**Lee Jordan**

Lee Jordan is a web developer with a large collection of web technology acronyms on her resume that sound like the names of laundry detergents and cause glazed expressions in school children. She designs and maintains internal and external enterprise-level websites and web-based applications as part of a project team for a privately held technical services company. Her work includes proposing, writing, and editing web content and user guides people actually read. She began her career in 1997 as a web designer after graduating from Florida State University with a Bachelor of Fine Arts, where she swears that she missed at least one home football game while in the computer lab. Lee later convinced Seminole Community College to give her a Web Programming degree in 2003, even though her final project was a Java-based application that actually contained a usable help file. Web development topics or whatever she can think of at the time are posted on her blog.
","/home/tom/Calibre Library/Dale Cruse/HTML5 Multimedia Development Cookbook (3)/cover.jpg","epub","3","isbn:9781849691048,amazon:1849691045","9781849691048","eng","Calibre Library","2011-05-19T00:00:00+10:00","Packt Publishing","4","","1.0","10297676","","2015-10-27T16:14:37+10:00","HTML5 Multimedia Development Cookbook","HTML5 Multimedia Development Cookbook","7dd68727-c838-4f0b-be56-fc651bf45da6","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/HTML5 Web Application Development By Example Beginner's guide (35)/cover.jpg","epub","35","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","Packt Publishing","","","1.0","4015201","","2015-12-25T05:15:07+10:00","HTML5 Web Application Development By Example Beginner's guide","HTML5 Web Application Development By Example Beginner's guide","6e8bb7e5-5891-40ba-89b9-822cc2ba75cb","",""
"Contributors, The","The Contributors","","/home/tom/Calibre Library/The Contributors/ICECAST (93)/cover.jpg","epub","93","booki.cc:http://booki.flossmanuals.net/icecast/2011.06.22-02.50","","eng","Calibre Library","2010-11-28T23:00:00+10:00","FLOSS Manuals http://flossmanuals.net","","","1.0","914020","","2015-10-27T16:14:40+10:00","ICECAST","ICECAST","0461ddb4-1c45-4959-be79-fa90852fdec8","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Impulse-based Dynamic Simulation of Rigid Body Systems (61)/cover.jpg","pdf","61","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","5880148","","2015-12-03T01:52:27+10:00","Impulse-based Dynamic Simulation of Rigid Body Systems","Impulse-based Dynamic Simulation of Rigid Body Systems","ff4e9c42-5b1e-42a3-96b0-d1c7726a65a2","",""
"Haring, Scott","Scott Haring","","/home/tom/Calibre Library/Scott Haring/Inf Worlds.qxp (188)/cover.jpg","pdf","188","","","","Calibre Library","2006-03-11T03:50:41+10:00","","","","1.0","6068232","","2016-09-10T16:14:36+10:00","Inf Worlds.qxp","Inf Worlds.qxp","a423025c-6338-4abb-ad2b-057e30b9819f","",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Ironclads & Ether Flyers  Aeronaval Combat (181)/cover.jpg","pdf","181","","","","Calibre Library","2008-10-15T14:47:20+10:00","","","","1.0","12697038","","2016-09-10T16:13:08+10:00","Ironclads & Ether Flyers  Aeronaval Combat","Ironclads & Ether Flyers  Aeronaval Combat","6e4a7abb-f7f3-4b3a-855a-06f2fe33432e","",""
"Chadwick, Frank","Frank Chadwick","A Complete Set of 19th Century Aeronaval Miniatures Rules. Set in the Space:1889 universe, this stand-alone book contains aeronaval combat rules, scenarios, details on fleets of the world, ship design, and global scale campaign rules.

**
","/home/tom/Calibre Library/Frank Chadwick/Ironclads & Ether Flyers_ Aeronaval Combat for Space 1889 (Space 1889 Sci-Fi Roleplaying) (105)/cover.jpg","pdf","105","isbn:9781930658059,amazon:1930658052","9781930658059","eng","Calibre Library","2000-08-02T00:00:00+10:00","Heliograph, Inc.","4","","1.0","12697038","","2015-11-29T13:09:04+10:00","Ironclads & Ether Flyers: Aeronaval Combat for Space 1889 (Space 1889 Sci-Fi Roleplaying)","Ironclads & Ether Flyers: Aeronaval Combat for Space 1889 (Space 1889 Sci-Fi Roleplaying)","c0f4a214-82b7-4d4e-b296-ec2698b008c9","",""
"Haring, Scott","Scott Haring","","/home/tom/Calibre Library/Scott Haring/ISW ShipCounters (189)/cover.jpg","pdf","189","","","","Calibre Library","2006-04-20T01:52:27+10:00","","","","1.0","1314884","","2016-09-10T16:14:40+10:00","ISW ShipCounters","ISW ShipCounters","2011218d-94c5-40ca-846f-d0ea329a3a80","",""
"Taulli, Tom","Tom Taulli","IT is a booming sector that is a key part of any industry. As a result IT professionals of all backgrounds and specialisms could find themselves working in almost anything from insurance to entertainment. Navigating your way around the job market can be a tricky task; you need to know where to look and what questions to ask to ensure that you make the right decisions about your career.

This quick and practical guide will help you navigate the huge range of industries for which IT is becoming essential. With ideas and tips to help you with your research, this book will get you asking the right questions to guide you towards the industry in which you can thrive.

Get the insider knowledge on your next industry with this quick and incisive book. It will enable you to find information you need to feel confident and happy in whatever industry you decide to work.

This handy companion will be useful every step of the way as you research the business world, providing you with advice and information to be confident in your career decisions. It will show you how to begin your research, giving you the lowdown on industry categorization so can orient yourself according to where you want to be. It will then help you to ask the right questions, ensuring that you know exactly what you need to. Finally it will provide you with clear and practical tips as well as the best tools and places to look on and offline to make your research as stress-free as possible.

From a sympathetic and knowledgeable author and full of tips and insight, this book will be a wise companion throughout your research.
","/home/tom/Calibre Library/Tom Taulli/The IT Professional's Guide to Researching a New Industry (109)/cover.jpg","epub","109","amazon:B00JIR9796","","eng","Calibre Library","2014-04-02T23:00:00+10:00","Impackt Publishing","","","1.0","110606","Business & Money, Job Hunting & Careers, Job Hunting, Organizational Behavior, Workplace, Reference, 90 Minutes (44-64 Pages), Education & Reference, Education","2015-10-27T16:14:43+10:00","The IT Professional's Guide to Researching a New Industry","IT Professional's Guide to Researching a New Industry, The","396df77e-e63e-4469-8047-cd84b1512eca","",""
"Unknown","Unknown","","","epub, zip","56","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","191957","","2016-07-04T12:54:09+10:00","Jekyll","Jekyll","bbee5a8c-0924-4121-894f-ad087e13573d","",""
"Wellman, Dan","Dan Wellman","Ten practical projects that exercise your skill, build your confidence, and help you master jQuery 

**Overview**

  * See how many of jQuery's methods and properties are used in real situations. Covers jQuery 1.9. 
  * Learn to build jQuery from source files, write jQuery plugins, and use jQuery UI and jQuery Mobile.
  * Familiarise yourself with the latest related technologies like HTML5, CSS3, and frameworks like Knockout.js.

**In Detail**

jQuery is used by millions of people to write JavaScript more easily and more quickly. It has become the standard tool for web developers and designers to add dynamic, interactive elements to their sites, smoothing out browser inconsistencies and reducing costly development time.

jQuery Hotshot walks you step by step through 10 projects designed to familiarise you with the jQuery library and related technologies. Each project focuses on a particular subject or section of the API, but also looks at something related, like jQuery's official templates, or an HTML5 feature like localStorage. Build your knowledge of jQuery and related technologies.

Learn a large swathe of the API, up to and including jQuery 1.9, by completing the ten individual projects covered in the book.

Some of the projects that we'll work through over the course of this book include a drag-and-drop puzzle game, a browser extension, a multi-file drag-and-drop uploader, an infinite scroller, a sortable table, and a heat map.

Learn which jQuery methods and techniques to use in which situations with jQuery Hotshots.

**What you will learn from this book**

  * Learn how to use the latest version of jQuery (1.9) in real-world situations. 
  * Create a jQuery plugin structured for organisation and maintainability. 
  * Construct a custom version of jQuery using Node.js and Grunt.js, and learn how to run unit tests using qUnit. 
  * Build on top of online services like Google Maps to create interactive interfaces. 
  * Use templating frameworks to easily and efficiently create repetitive areas of the page populated with data. 
  * Get started with the related jQuery-powered frameworks jQuery UI and jQuery Mobile. 
  * Produce interactive interfaces that respond to user interactions using the Model-View-View Model framework Knockout.js. 
  * Use the latest web standards like HTML5 and CSS3 to create attractive and semantic web pages. 

**Approach**

This book takes a hands-on, tutorial-style approach that walks you step -by -step through 10 individual projects that each focus on producing a specific, real-world product or application. 

**Who this book is written for**

This book is aimed primarily at front-end developers, preferably already with a little jQuery experience, or those people that simply want to build on their existing skills with jQuery.

**
","/home/tom/Calibre Library/Dan Wellman/jQuery Hotshot (18)/cover.jpg","epub, pdf, zip","18","isbn:9781849519106,amazon:1849519102","9781849519106","eng","Calibre Library","2013-03-26T00:00:00+10:00","Packt Publishing","5","","1.0","6574546","","2015-12-25T05:15:25+10:00","jQuery Hotshot","jQuery Hotshot","fea48f67-142e-48c1-8944-e9c43a801bcf","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Kopimism Australia (63)/cover.jpg","epub, zip","63","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","147640","","2016-06-30T18:08:28+10:00","Kopimism Australia","Kopimism Australia","3a60fc82-c294-4281-a8f5-09a7b4bd4d7d","True",""
"Kuan, Joe","Joe Kuan","Whether you’re a novice or an advanced web developer, this practical tutorial will enable you to produce stunning interactive charts using Highcharts. With a foreword by the creator, it’s the only guide you’ll need to get started.

**Overview**

  * Step-by-step instructions with real-live data to create bar charts, column charts and pie charts, to easily create artistic and professional quality charts
  * Learn tips and tricks to create a variety of charts such as horizontal gauge charts, projection charts, and circular ratio charts
  * Use and integrate Highcharts with jQuery Mobile and ExtJS 4, and understand how to run Highcharts on the server-side
  * Add advanced reporting capabilities and understand how to select the right chart for your data

**In Detail**

Highcharts is a popular web charting software that produces stunning and smooth animated JavaScript and HTML5 SVG graphs. It is among the leading web charting software in the market and has been used in many different sectors — from financial to social websites. Although it is built on top of jQuery, it is so simple to construct that you need little programming skill to create a simple web chart. Highcharts works on all modern browsers and is solely based on native browser technologies and doesn't require client side plugins like Flash or Java.

""Learning Highcharts"" is a comprehensive tutorial with clear and practical examples. This book follows a step by step approach towards making artistic, presentable, or professional style charts and other types of charts that you won't find elsewhere. It also shows you how to integrate Highcharts with other popular frameworks, such as jQuery, jQuery Mobile, and ExtJS and even how to run it on the server side.

The book starts off with an introduction to Highcharts and demonstrates usage of its rich set of options. This is followed by an introduction to each type of basic chart, beginning with simple illustrations and ending with more artistic and productive additions to the charts. The book then guides you how to use the Highcharts API and events handling which are important to build interactive applications. It then goes on to show you how to apply Highcharts onto a popular AJAX Framework or even jQuery, jQuery Mobile and Ext JS. Finally the book shows readers how to set up Highcharts running on server side.

""Learning Highcharts"" aims to teach you everything you need to know about Highcharts, and take the advanced leap from Flash to JavaScript, with this extremely productive and effective Charting software available, thus helping you build basic charts and even multiple series and axes charts. The book also shows you the flexibility of Highcharts and how to create other special charts. The programming side of APIs and event handling will benefit the readers in building advanced web applications with Highcharts. The book also guides readers on how to integrate Highcharts with popular frameworks such as jQuery Mobile and Ext JS. By the end of the book, you should be able to use Highcharts to suit your web page or application needs.

**What you will learn from this book**

  * Learning the basics—line, column, and pie charts and getting to grips with the latest features of Highcharts
  * Producing artistic, professional and funky charts with examples
  * Using the Highcharts APIs to produce interactive charts
  * Creating horizontal gauge chart and projection charts
  * Using Highcharts event handlers
  * Using Highcharts with jQuery Mobile
  * Using Highcharts with Ext JS 4
  * Running Highcharts on the server side

**
","/home/tom/Calibre Library/Joe Kuan/Learning Highcharts (129)/cover.jpg","epub, pdf, zip","129","isbn:9781849519083,amazon:1849519080","9781849519083","eng","Calibre Library","2012-12-25T00:00:00+10:00","Packt Publishing","5","","1.0","19659921","","2015-12-25T05:15:28+10:00","Learning Highcharts","Learning Highcharts","b0273918-efee-4f6c-b134-48b28800f0c9","",""
"Dirksen, Jos","Jos Dirksen","**Create stunning 3D graphics in your browser using the Three.js JavaScript library**

## About This Book

  * Enhance your 3D graphics with light sources, shadows, advanced materials, and textures
  * Load models from external sources, and visualize and animate them directly from JavaScript
  * Each subject is explained using extensive examples that you can use directly and adapt for your own purposes

## Who This Book Is For

If you know JavaScript and want to start creating 3D graphics that run in any browser, this book is a great choice for you. You don't need to know anything about math or WebGL; all that you need is general knowledge of JavaScript and HTML.

## What You Will Learn

  * Use the different geometries that are provided by Three.js
  * Apply realistic lighting and shadows to the 3D objects you have created
  * Use the different camera controls provided by Three.js to effortlessly navigate around your 3D scene
  * Make use of advanced textures on materials to create realistic-looking 3D objects by using bump maps, normal maps, specular maps, and light maps
  * Import and animate models from external formats, such as OBJ, STL, Collada, and many more
  * Create and run animations using morph targets and bone animations
  * Explore the Physijs JavaScript library to apply physics to your 3D objects
  * Interact directly with WebGL by creating custom vertex and fragment shaders

## In Detail

Modern browsers support WebGL, which makes it possible to create 3D graphics in a browser without having to use plugins such as Flash and Java. Programming WebGL, however, is difficult, complex, and very difficult to debug. With Three.js, it is possible to create stunning 3D graphics in an intuitive manner using JavaScript, without the need to know the details of WebGL.

Learning Three.js – the JavaScript 3D Library for WebGL, Second Edition, is a practical, example-rich book that will help you learn about all the features of Three.js. This book will show you how to create or load models from externally created models and realistic-looking 3D objects using materials and textures. You'll also learn how to use the HTML5 video and canvas elements as a material for your 3D objects, different ways of animating your models, skeleton-based animation, and how to add physics such as gravity and collision detection to your scene. By the end of the book, you'll know everything that is required to create 3D animated graphics that run in any browser using Three.js.

**
","/home/tom/Calibre Library/Jos Dirksen/Learning Three.js - the JavaScript 3D Library for WebGL - Second Edition (101)/cover.jpg","epub, pdf, zip","101","amazon:B00VIBPW5I","","eng","Calibre Library","2015-03-30T00:00:00+10:00","Packt Publishing","4","2","2.0","105891495","Computers & Technology, Graphics & Design, 3D Graphics, Programming, Game Programming, Graphics & Multimedia, Introductory & Beginning, Programming Languages, Web Development & Design, JavaScript, Reference, Graphic Design, Games, Web Graphics","2015-11-29T12:32:49+10:00","Learning Three.js - the JavaScript 3D Library for WebGL - Second Edition","Learning Three.js - the JavaScript 3D Library for WebGL - Second Edition","b2cf97bd-d7ff-4ffe-9046-2d4e480b83d7","True",""
"Dirksen, Jos","Jos Dirksen","","/home/tom/Calibre Library/Jos Dirksen/Learning Three.js - the JavaScript 3D Library for WebGL Second Edition (179)/cover.jpg","epub, pdf, zip","179","","","eng","Calibre Library","2015-03-27T20:42:18+10:00","Packt Publishing","","","1.0","105891495","","2016-09-10T16:12:27+10:00","Learning Three.js – the JavaScript 3D Library for WebGL Second Edition","Learning Three.js – the JavaScript 3D Library for WebGL Second Edition","d8c4e0c6-e00e-4311-80e5-18a1ebee019a","True",""
"Dirksen, Jos","Jos Dirksen","## In Detail

Three.js is a JavaScript 3D library that offers a wide range of features for creating and displaying stunning 3D computer graphics on a web browser in an intuitive manner using JavaScript without having to deal with the complexity of a WebGL low-level API. Even though WebGL makes it possible to create 3D graphics in the browser without having to use plugins, programming WebGL, however, is hard and complex. This book shows you how Three.js allows you to be independent of browser plugins.

If you are an experienced web designer who wants to set the tone for an immersive design environment in your applications then this book is for you.

""Learning Three.js: The JavaScript 3D Library for WebGL"" is a practical, example-rich book that will help you to master all the features of Three.js. With this book, you’ll learn how to create and animate gorgeous looking 3D scenes directly in your browser utilizing the full potential of WebGL and modern browsers without having to learn WebGL.

""Learning Three.js: The JavaScript 3D Library for WebGL"" starts by going over the basic concepts and building blocks used in Three.js. From there on, it will expand on these subjects using extensive examples and code samples. This will allow you to learn everything you need to know about Three.js in an easy and interactive manner.

Besides the basic concepts, this book will show you how you can create realistic looking 3D objects using materials and textures as well as how to load them from externally created models. You’ll learn how to easily control the camera using the Three.js build-in camera controls so you can fly or walk around the 3D scene you have created. You will also learn how to use morph and bones-based animation and how to add physics to your scene.

After reading Learning Three.js: The JavaScript 3D Library for WebGL and playing around with the extensive set of examples, you’ll know everything that is required to create 3D animating graphics using Three.js that run in any browser.

## Approach

This book contains an extensive set of practical examples and an easy-to-follow approach to creating 3D objects.

## Who this book is for

This book is great for anyone who already knows JavaScript and who wants to start creating 3D graphics that run in any browser. You don’t need to know anything about advanced math or WebGL; all that is needed is a general knowledge of JavaScript and HTML. The required materials and examples can be freely downloaded and all tools used in this book are open source.

**
","/home/tom/Calibre Library/Jos Dirksen/Learning Three.js_ The JavaScript 3D Library for WebGL (102)/cover.jpg","epub, pdf, zip","102","isbn:1782166289,amazon:B00FYS7OSO","1782166289","eng","Calibre Library","2013-10-17T00:00:00+10:00","Packt Publishing","4","2","1.0","91044729","Computers & Technology, Graphics & Design, 3D Graphics, Programming, Graphics & Multimedia, Introductory & Beginning, Programming Languages, Web Development & Design, JavaScript, Web Design, Reference, Graphic Design, Web Graphics, Web Site Design","2015-11-29T12:42:06+10:00","Learning Three.js: The JavaScript 3D Library for WebGL","Learning Three.js: The JavaScript 3D Library for WebGL","3c50e61b-5452-40cc-8a0b-cd9811f854fe","True",""
